Metric,Value
Algorithm,TD3
Environment,CustomBipedalWalker-v3 (Hardcore with Bridges)
Episodes,1000
Success Rate (%),0.00
Mean Reward,231.98
Median Reward,244.26
Std Reward,42.58
Min Reward,-74.20
Max Reward,281.25
Mean Length,420.93
Std Length,77.62

Episode,Reward,Length
854,241.42,467
855,266.05,299
856,229.10,422
857,258.82,390
858,212.63,500
859,265.94,340
860,253.96,402
861,264.63,336
862,253.28,409
863,206.60,500
864,186.30,500
865,260.30,386
866,246.91,439
867,258.44,400
868,243.80,448
869,189.79,500
870,251.72,444
871,254.33,401
872,243.64,454
873,210.35,500
874,250.80,385
875,254.43,399
876,241.94,460
877,232.33,450
878,168.58,500
879,256.43,395
880,216.52,500
881,246.61,461
882,216.13,500
883,61.55,200
884,252.75,405
885,265.75,343
886,224.17,500
887,262.94,389
888,224.90,472
889,250.08,407
890,271.19,329
891,249.23,403
892,24.27,50
893,239.98,454
894,240.71,456
895,260.44,397
896,100.80,193
897,215.45,500
898,254.41,398
899,276.51,275
900,250.43,404
901,247.08,453
902,246.79,452
903,267.38,333
904,248.27,455
905,250.37,395
906,244.74,453
907,157.83,500
908,261.04,387
909,168.33,320
910,222.79,500
911,237.63,460
912,101.54,285
913,239.99,463
914,238.93,460
915,237.46,472
916,215.49,500
917,266.91,349
918,253.47,407
919,245.33,413
920,249.55,408
921,225.92,500
922,225.40,500
923,256.80,389
924,239.17,453
925,247.16,462
926,227.16,500
927,242.43,459
928,264.63,335
929,227.71,500
930,225.25,500
931,281.25,274
932,256.43,387
933,247.68,452
934,245.49,461
935,74.68,126
936,188.47,409
937,259.58,346
938,221.08,500
939,266.71,350
940,234.52,469
941,244.14,449
942,219.15,500
943,231.31,476
944,240.37,447
945,242.76,471
946,222.60,500
947,204.20,500
948,228.85,472
949,252.66,404
950,245.71,459
951,279.86,272
952,224.79,500
953,211.71,500
954,254.85,433
955,252.89,411
956,265.58,338
957,220.23,493
958,212.58,500
959,219.46,500
960,231.79,463
961,158.32,500
962,247.97,411
963,240.78,463
964,257.46,396
965,252.59,400
966,248.25,413
967,256.13,359
968,222.85,500
969,191.07,500
970,257.16,403
971,200.80,500
972,257.05,352
973,240.71,456
974,227.92,474
975,238.67,390
976,264.27,340
977,260.46,386
978,91.62,271
979,256.85,408
980,214.45,500
981,253.69,405
982,182.05,500
983,216.77,500
984,243.36,425
985,264.64,329
986,238.64,500
987,274.45,327
988,258.55,389
989,239.28,452
990,250.99,413
991,259.34,391
992,214.59,500
993,244.49,446
994,208.29,500
995,238.22,435
996,263.59,384
997,232.59,500
998,228.04,500
999,258.17,348
1000,263.06,391
