Metric,Value
Algorithm,TD3
Environment,BipedalWalkerHardcore-v3 (Hardcore)
Episodes,1000
Success Rate (%),0.00
Mean Reward,234.24
Median Reward,249.41
Std Reward,49.23
Min Reward,-25.17
Max Reward,267.35
Mean Length,264.00
Std Length,45.64

Episode,Reward,Length
918,76.04,112
919,253.91,272
920,244.59,280
921,258.41,252
922,248.67,272
923,36.48,56
924,244.24,291
925,238.15,288
926,255.50,265
927,251.66,273
928,252.65,269
929,259.31,258
930,116.42,146
931,230.05,308
932,256.58,264
933,250.42,276
934,248.07,273
935,255.81,271
936,255.91,261
937,187.50,217
938,174.33,247
939,242.51,288
940,254.78,270
941,97.91,135
942,46.20,106
943,233.39,313
944,256.73,261
945,253.13,266
946,244.71,289
947,238.89,283
948,247.30,272
949,235.97,299
950,241.16,285
951,16.74,66
952,260.80,258
953,137.80,173
954,248.71,274
955,255.26,263
956,252.58,265
957,259.99,257
958,246.10,283
959,2.00,49
960,240.58,297
961,243.81,281
962,252.11,278
963,247.49,284
964,257.12,258
965,253.44,259
966,244.91,282
967,254.34,266
968,249.63,274
969,248.49,270
970,252.26,264
971,248.89,270
972,253.68,268
973,248.82,274
974,241.82,295
975,245.04,286
976,250.78,284
977,245.93,284
978,255.19,266
979,235.69,300
980,249.46,279
981,246.49,280
982,254.88,269
983,249.70,276
984,237.96,296
985,253.17,281
986,88.04,155
987,261.28,259
988,251.21,266
989,256.36,263
990,248.83,273
991,253.18,270
992,257.28,265
993,250.17,279
994,264.49,259
995,236.80,290
996,181.44,243
997,244.30,288
998,249.77,278
999,246.84,283
1000,250.59,279
