Metric,Value
Algorithm,SAC
Success Rate (%),0.20
Mean Reward,250.18
Median Reward,270.80
Std Reward,56.54
Min Reward,-65.22
Max Reward,301.98
Mean Length,405.37

Episode,Reward,Length
950,255.10,500
951,191.97,500
952,268.85,453
953,280.82,378
954,280.19,389
955,174.63,500
956,286.90,320
957,36.81,47
958,262.79,461
959,230.90,500
960,273.18,408
961,46.16,62
962,270.03,441
963,236.35,500
964,275.53,448
965,91.63,197
966,282.47,366
967,289.29,370
968,283.13,376
969,259.11,500
970,256.39,465
971,265.47,471
972,278.95,335
973,263.73,500
974,284.71,376
975,270.23,452
976,12.66,43
977,264.64,500
978,291.40,258
979,281.80,329
980,160.30,318
981,275.12,371
982,290.25,258
983,267.48,453
984,282.34,332
985,283.78,380
986,266.69,451
987,273.65,395
988,236.93,347
989,274.70,450
990,275.51,444
991,250.21,500
992,289.46,312
993,271.07,408
994,278.41,434
995,266.22,445
996,296.89,304
997,107.94,100
998,254.45,500
999,273.36,443
1000,276.36,331
